2022-08-22 18:41:22.346805 Epoch 1, Train loss 0.6902, , Val loss 0.5128, Perfect loss 0.002
2022-08-22 21:12:04.924325 Epoch 4, Train loss 0.0642, , Val loss 0.0586, Perfect loss 0.002
2022-08-22 21:15:09.163283 Epoch 5, Train loss 0.05, , Val loss 0.0242, Perfect loss 0.002
2022-08-22 21:18:13.142233 Epoch 6, Train loss 0.0317, , Val loss 0.0249, Perfect loss 0.002
2022-08-22 21:21:16.942794 Epoch 7, Train loss 0.0281, , Val loss 0.0119, Perfect loss 0.002
2022-08-22 21:24:20.905670 Epoch 8, Train loss 0.0353, , Val loss 0.0155, Perfect loss 0.002
2022-08-22 21:27:25.285014 Epoch 9, Train loss 0.0215, , Val loss 0.0077, Perfect loss 0.002
2022-08-22 21:30:28.054682 Epoch 10, Train loss 0.0093, , Val loss 0.0054, Perfect loss 0.002
2022-08-22 21:33:32.795863 Epoch 11, Train loss 0.0075, , Val loss 0.0041, Perfect loss 0.002
2022-08-22 21:36:35.971813 Epoch 12, Train loss 0.0061, , Val loss 0.0032, Perfect loss 0.002
2022-08-22 21:39:40.548066 Epoch 13, Train loss 0.0158, , Val loss 0.0029, Perfect loss 0.002
2022-08-22 21:42:43.441334 Epoch 14, Train loss 0.0157, , Val loss 0.0042, Perfect loss 0.002
2022-08-22 21:45:47.487919 Epoch 15, Train loss 0.0374, , Val loss 0.0054, Perfect loss 0.002
2022-08-22 21:48:50.885187 Epoch 16, Train loss 0.0115, , Val loss 0.0037, Perfect loss 0.002
2022-08-22 21:51:53.354731 Epoch 17, Train loss 0.0362, , Val loss 0.003, Perfect loss 0.002
2022-08-22 21:54:57.520138 Epoch 18, Train loss 0.0047, , Val loss 0.0019, Perfect loss 0.002
2022-08-22 21:58:01.297053 Epoch 19, Train loss 0.0166, , Val loss 0.002, Perfect loss 0.002
2022-08-22 22:01:05.693398 Epoch 20, Train loss 0.0165, , Val loss 0.0019, Perfect loss 0.002
2022-08-22 22:04:10.924659 Epoch 21, Train loss 0.0078, , Val loss 0.0014, Perfect loss 0.002
2022-08-22 22:07:14.187214 Epoch 22, Train loss 0.0049, , Val loss 0.0012, Perfect loss 0.002
2022-08-22 22:10:17.070810 Epoch 23, Train loss 0.0032, , Val loss 0.001, Perfect loss 0.002
2022-08-22 22:13:21.928280 Epoch 24, Train loss 0.0063, , Val loss 0.0008, Perfect loss 0.002
2022-08-22 22:16:27.165301 Epoch 25, Train loss 0.0126, , Val loss 0.0022, Perfect loss 0.002
2022-08-22 22:19:32.576882 Epoch 26, Train loss 0.0435, , Val loss 0.0301, Perfect loss 0.002
2022-08-22 22:22:38.890732 Epoch 27, Train loss 0.0203, , Val loss 0.0184, Perfect loss 0.002
2022-08-22 22:25:43.069891 Epoch 28, Train loss 0.0079, , Val loss 0.0011, Perfect loss 0.002
2022-08-22 22:28:48.448429 Epoch 29, Train loss 0.0066, , Val loss 0.0008, Perfect loss 0.002
2022-08-22 22:31:53.658058 Epoch 30, Train loss 0.0066, , Val loss 0.0008, Perfect loss 0.002
2022-08-22 22:34:59.427039 Epoch 31, Train loss 0.003, , Val loss 0.0006, Perfect loss 0.002
2022-08-22 22:38:03.982502 Epoch 32, Train loss 0.0011, , Val loss 0.0005, Perfect loss 0.002
2022-08-22 22:41:09.808211 Epoch 33, Train loss 0.0058, , Val loss 0.0004, Perfect loss 0.002
2022-08-22 22:44:13.904601 Epoch 34, Train loss 0.0058, , Val loss 0.0004, Perfect loss 0.002
2022-08-22 22:47:19.754169 Epoch 35, Train loss 0.0025, , Val loss 0.0003, Perfect loss 0.002
2022-08-22 22:50:23.583341 Epoch 36, Train loss 0.0024, , Val loss 0.0003, Perfect loss 0.002
2022-08-22 22:53:28.792726 Epoch 37, Train loss 0.0023, , Val loss 0.0003, Perfect loss 0.002
2022-08-22 22:56:34.550306 Epoch 38, Train loss 0.0055, , Val loss 0.0002, Perfect loss 0.002
2022-08-22 22:59:39.941523 Epoch 39, Train loss 0.0182, , Val loss 0.0103, Perfect loss 0.002
2022-08-22 23:02:44.204650 Epoch 40, Train loss 0.0122, , Val loss 0.0005, Perfect loss 0.002
2022-08-22 23:05:49.517291 Epoch 41, Train loss 0.0058, , Val loss 0.0003, Perfect loss 0.002
2022-08-22 23:08:54.852756 Epoch 42, Train loss 0.0024, , Val loss 0.0003, Perfect loss 0.002
2022-08-22 23:12:01.091737 Epoch 43, Train loss 0.0023, , Val loss 0.0002, Perfect loss 0.002
2022-08-22 23:15:05.305234 Epoch 44, Train loss 0.0023, , Val loss 0.0002, Perfect loss 0.002
2022-08-22 23:18:11.045769 Epoch 45, Train loss 0.0057, , Val loss 0.0002, Perfect loss 0.002
2022-08-22 23:21:15.467246 Epoch 46, Train loss 0.0088, , Val loss 0.0002, Perfect loss 0.002
2022-08-22 23:24:19.839844 Epoch 47, Train loss 0.0055, , Val loss 0.0002, Perfect loss 0.002
2022-08-22 23:27:24.579100 Epoch 48, Train loss 0.0055, , Val loss 0.0001, Perfect loss 0.002
2022-08-22 23:30:30.090428 Epoch 49, Train loss 0.0022, , Val loss 0.0001, Perfect loss 0.002
2022-08-22 23:33:34.683880 Epoch 50, Train loss 0.0055, , Val loss 0.0002, Perfect loss 0.002
2022-08-22 23:36:40.872019 Epoch 51, Train loss 0.0057, , Val loss 0.0001, Perfect loss 0.002
2022-08-22 23:39:46.674226 Epoch 52, Train loss 0.0345, , Val loss 0.0008, Perfect loss 0.002
2022-08-22 23:42:52.177169 Epoch 53, Train loss 0.0344, , Val loss 0.0008, Perfect loss 0.002
2022-08-22 23:45:57.692029 Epoch 54, Train loss 0.0068, , Val loss 0.0005, Perfect loss 0.002
2022-08-22 23:49:03.966182 Epoch 55, Train loss 0.0036, , Val loss 0.0165, Perfect loss 0.002
2022-08-22 23:52:09.296699 Epoch 56, Train loss 0.0057, , Val loss 0.0003, Perfect loss 0.002
2022-08-22 23:55:13.735184 Epoch 57, Train loss 0.0024, , Val loss 0.0002, Perfect loss 0.002
2022-08-22 23:58:17.231173 Epoch 58, Train loss 0.0023, , Val loss 0.0002, Perfect loss 0.002
2022-08-23 00:01:22.457109 Epoch 59, Train loss 0.0055, , Val loss 0.0002, Perfect loss 0.002
2022-08-23 00:04:26.937799 Epoch 60, Train loss 0.0022, , Val loss 0.0001, Perfect loss 0.002
2022-08-23 00:07:33.572016 Epoch 61, Train loss 0.0022, , Val loss 0.0162, Perfect loss 0.002
2022-08-23 00:10:38.878171 Epoch 62, Train loss 0.0054, , Val loss 0.0001, Perfect loss 0.002
2022-08-23 00:13:43.888113 Epoch 63, Train loss 0.0021, , Val loss 0.0001, Perfect loss 0.002
2022-08-23 00:16:47.182483 Epoch 64, Train loss 0.0145, , Val loss 0.0001, Perfect loss 0.002
2022-08-23 00:19:51.476046 Epoch 65, Train loss 0.0445, , Val loss 0.001, Perfect loss 0.002
2022-08-23 00:22:51.912407 Epoch 66, Train loss 0.0027, , Val loss 0.0003, Perfect loss 0.002
2022-08-23 00:25:58.738278 Epoch 67, Train loss 0.0179, , Val loss 0.0004, Perfect loss 0.002
2022-08-23 00:29:03.503848 Epoch 68, Train loss 0.0131, , Val loss 0.0007, Perfect loss 0.002
2022-08-23 00:32:11.146472 Epoch 69, Train loss 0.0039, , Val loss 0.0017, Perfect loss 0.002
2022-08-23 00:35:15.110564 Epoch 70, Train loss 0.0058, , Val loss 0.0002, Perfect loss 0.002
2022-08-23 00:38:21.193626 Epoch 71, Train loss 0.0022, , Val loss 0.0002, Perfect loss 0.002
2022-08-23 00:41:25.017218 Epoch 72, Train loss 0.0022, , Val loss 0.0001, Perfect loss 0.002
2022-08-23 00:44:32.102182 Epoch 73, Train loss 0.0056, , Val loss 0.0001, Perfect loss 0.002
2022-08-23 00:47:36.690839 Epoch 74, Train loss 0.0054, , Val loss 0.0001, Perfect loss 0.002
2022-08-23 00:50:43.445804 Epoch 75, Train loss 0.0021, , Val loss 0.0001, Perfect loss 0.002
2022-08-23 00:53:46.928810 Epoch 76, Train loss 0.0021, , Val loss 0.0001, Perfect loss 0.002
2022-08-23 00:56:52.529688 Epoch 77, Train loss 0.0054, , Val loss 0.0001, Perfect loss 0.002
2022-08-23 00:59:57.332668 Epoch 78, Train loss 0.0021, , Val loss 0.0162, Perfect loss 0.002
2022-08-23 01:03:03.133541 Epoch 79, Train loss 0.0054, , Val loss 0.0001, Perfect loss 0.002
2022-08-23 01:06:12.403143 Epoch 80, Train loss 0.0053, , Val loss 0.0323, Perfect loss 0.002
2022-08-23 01:09:46.132881 Epoch 81, Train loss 0.2417, , Val loss 0.0135, Perfect loss 0.002
2022-08-23 01:13:19.494059 Epoch 82, Train loss 0.0125, , Val loss 0.0011, Perfect loss 0.002
2022-08-23 01:16:52.405052 Epoch 83, Train loss 0.0281, , Val loss 0.015, Perfect loss 0.002
2022-08-23 01:20:24.884147 Epoch 84, Train loss 0.0049, , Val loss 0.0004, Perfect loss 0.002
2022-08-23 01:23:57.730655 Epoch 85, Train loss 0.0041, , Val loss 0.0007, Perfect loss 0.002
2022-08-23 01:27:30.585173 Epoch 86, Train loss 0.0036, , Val loss 0.0003, Perfect loss 0.002
2022-08-23 01:31:03.861126 Epoch 87, Train loss 0.0024, , Val loss 0.0002, Perfect loss 0.002
2022-08-23 01:34:37.390710 Epoch 88, Train loss 0.0173, , Val loss 0.0003, Perfect loss 0.002
2022-08-23 01:38:10.388990 Epoch 89, Train loss 0.0383, , Val loss 0.0207, Perfect loss 0.002
2022-08-23 01:41:43.702153 Epoch 90, Train loss 0.0315, , Val loss 0.0013, Perfect loss 0.002
2022-08-23 01:45:17.718209 Epoch 91, Train loss 0.0033, , Val loss 0.0005, Perfect loss 0.002
2022-08-23 01:48:50.466191 Epoch 92, Train loss 0.0034, , Val loss 0.0007, Perfect loss 0.002
2022-08-23 01:52:23.976724 Epoch 93, Train loss 0.0035, , Val loss 0.0003, Perfect loss 0.002
2022-08-23 01:55:56.987024 Epoch 94, Train loss 0.007, , Val loss 0.0008, Perfect loss 0.002
2022-08-23 01:59:30.314661 Epoch 95, Train loss 0.0035, , Val loss 0.0006, Perfect loss 0.002
2022-08-23 02:03:03.798688 Epoch 96, Train loss 0.004, , Val loss 0.0002, Perfect loss 0.002
2022-08-23 02:06:36.705168 Epoch 97, Train loss 0.0211, , Val loss 0.001, Perfect loss 0.002
2022-08-23 02:10:09.905108 Epoch 98, Train loss 0.0031, , Val loss 0.0005, Perfect loss 0.002
2022-08-23 02:13:42.982043 Epoch 99, Train loss 0.0028, , Val loss 0.0002, Perfect loss 0.002
2022-08-23 02:17:15.556168 Epoch 100, Train loss 0.0023, , Val loss 0.0003, Perfect loss 0.002
2022-08-23 08:14:10.608204 Epoch 1, Train loss 0.5706, , Val loss 0.3316, Perfect loss 0.002
2022-08-23 08:15:52.431746 Epoch 2, Train loss 0.1549, , Val loss 0.0386, Perfect loss 0.002
2022-08-23 08:17:37.255029 Epoch 3, Train loss 0.0639, , Val loss 0.0272, Perfect loss 0.002
2022-08-23 08:19:17.719635 Epoch 4, Train loss 0.0203, , Val loss 0.1258, Perfect loss 0.002
2022-08-23 08:20:58.063166 Epoch 5, Train loss 0.0295, , Val loss 0.0043, Perfect loss 0.002
2022-08-23 08:22:38.995543 Epoch 6, Train loss 0.008, , Val loss 0.0026, Perfect loss 0.002
2022-08-23 08:24:20.506945 Epoch 7, Train loss 0.0284, , Val loss 0.0027, Perfect loss 0.002
2022-08-23 08:26:02.276436 Epoch 8, Train loss 0.0081, , Val loss 0.0021, Perfect loss 0.002
2022-08-23 08:27:45.163370 Epoch 9, Train loss 0.0071, , Val loss 0.001, Perfect loss 0.002
2022-08-23 08:29:24.052745 Epoch 10, Train loss 0.0038, , Val loss 0.0225, Perfect loss 0.002
2022-08-23 08:30:58.637576 Epoch 11, Train loss 0.0292, , Val loss 0.0015, Perfect loss 0.002
2022-08-23 08:32:35.656974 Epoch 12, Train loss 0.0136, , Val loss 0.0008, Perfect loss 0.002
2022-08-23 08:34:11.171082 Epoch 13, Train loss 0.0178, , Val loss 0.0099, Perfect loss 0.002
2022-08-23 08:35:47.424996 Epoch 14, Train loss 0.0328, , Val loss 0.0011, Perfect loss 0.002
2022-08-23 08:37:23.767198 Epoch 15, Train loss 0.0067, , Val loss 0.0007, Perfect loss 0.002
2022-08-23 08:41:35.422797 Epoch 1, Train loss 0.7146, , Val loss 0.6681, Perfect loss 0.002
2022-08-23 08:43:08.593809 Epoch 2, Train loss 0.3836, , Val loss 0.2068, Perfect loss 0.002
2022-08-23 08:44:41.641973 Epoch 3, Train loss 0.1399, , Val loss 0.0558, Perfect loss 0.002
2022-08-23 08:46:12.809592 Epoch 4, Train loss 0.0317, , Val loss 0.0159, Perfect loss 0.002
2022-08-23 08:47:44.310040 Epoch 5, Train loss 0.0676, , Val loss 0.0111, Perfect loss 0.002
2022-08-23 08:49:15.350741 Epoch 6, Train loss 0.0192, , Val loss 0.0058, Perfect loss 0.002
2022-08-23 08:50:46.662398 Epoch 7, Train loss 0.0119, , Val loss 0.0041, Perfect loss 0.002
2022-08-23 08:52:17.881884 Epoch 8, Train loss 0.007, , Val loss 0.008, Perfect loss 0.002
2022-08-23 08:53:49.326933 Epoch 9, Train loss 0.0061, , Val loss 0.0184, Perfect loss 0.002
2022-08-23 08:55:22.171828 Epoch 10, Train loss 0.0354, , Val loss 0.0032, Perfect loss 0.002
2022-08-23 08:56:55.089831 Epoch 11, Train loss 0.0112, , Val loss 0.0021, Perfect loss 0.002
2022-08-23 08:58:26.897042 Epoch 12, Train loss 0.0246, , Val loss 0.0098, Perfect loss 0.002
2022-08-23 08:59:59.733490 Epoch 13, Train loss 0.0961, , Val loss 0.0268, Perfect loss 0.002
2022-08-23 09:01:32.840039 Epoch 14, Train loss 0.0226, , Val loss 0.0025, Perfect loss 0.002
2022-08-23 09:03:07.446710 Epoch 15, Train loss 0.0058, , Val loss 0.0016, Perfect loss 0.002
2022-08-23 09:04:41.042106 Epoch 16, Train loss 0.004, , Val loss 0.0011, Perfect loss 0.002
2022-08-23 09:06:15.120104 Epoch 17, Train loss 0.0033, , Val loss 0.0009, Perfect loss 0.002
2022-08-23 09:07:51.411044 Epoch 18, Train loss 0.0087, , Val loss 0.0157, Perfect loss 0.002
2022-08-23 09:09:26.259856 Epoch 19, Train loss 0.0036, , Val loss 0.0007, Perfect loss 0.002
2022-08-23 09:11:01.906169 Epoch 20, Train loss 0.0043, , Val loss 0.0168, Perfect loss 0.002
2022-08-23 09:12:38.506863 Epoch 21, Train loss 0.0084, , Val loss 0.0169, Perfect loss 0.002
2022-08-23 09:14:17.978265 Epoch 22, Train loss 0.0191, , Val loss 0.0019, Perfect loss 0.0021
2022-08-23 09:15:56.706260 Epoch 23, Train loss 0.0152, , Val loss 0.0008, Perfect loss 0.0021
2022-08-23 09:17:30.429794 Epoch 24, Train loss 0.0107, , Val loss 0.0006, Perfect loss 0.0021
2022-08-23 09:19:08.636589 Epoch 25, Train loss 0.006, , Val loss 0.0004, Perfect loss 0.0021
2022-08-23 09:20:46.577855 Epoch 26, Train loss 0.0058, , Val loss 0.0003, Perfect loss 0.0021
2022-08-23 09:22:20.949844 Epoch 27, Train loss 0.0057, , Val loss 0.0003, Perfect loss 0.0021
2022-08-23 09:23:57.598773 Epoch 28, Train loss 0.0024, , Val loss 0.0002, Perfect loss 0.0021
2022-08-23 09:25:31.115456 Epoch 29, Train loss 0.0173, , Val loss 0.0012, Perfect loss 0.0021
2022-08-23 09:27:03.768720 Epoch 30, Train loss 0.0447, , Val loss 0.0074, Perfect loss 0.002
2022-08-23 09:28:37.770479 Epoch 31, Train loss 0.0078, , Val loss 0.0004, Perfect loss 0.0021
2022-08-23 09:30:11.359810 Epoch 32, Train loss 0.0026, , Val loss 0.0003, Perfect loss 0.0021
2022-08-23 09:31:44.303715 Epoch 33, Train loss 0.0171, , Val loss 0.0004, Perfect loss 0.0021
2022-08-23 09:33:16.845647 Epoch 34, Train loss 0.0081, , Val loss 0.0007, Perfect loss 0.0021
2022-08-23 09:34:50.427319 Epoch 35, Train loss 0.0059, , Val loss 0.0003, Perfect loss 0.0021
2022-08-23 09:36:23.639427 Epoch 36, Train loss 0.0065, , Val loss 0.0004, Perfect loss 0.0021
2022-08-23 09:37:56.835487 Epoch 37, Train loss 0.0316, , Val loss 0.0066, Perfect loss 0.0021
2022-08-23 09:39:29.513038 Epoch 38, Train loss 0.0076, , Val loss 0.0006, Perfect loss 0.0021
2022-08-23 09:41:02.262115 Epoch 39, Train loss 0.0104, , Val loss 0.0003, Perfect loss 0.0021
2022-08-23 09:42:35.235554 Epoch 40, Train loss 0.0024, , Val loss 0.0002, Perfect loss 0.0021
2022-08-23 09:44:07.678558 Epoch 41, Train loss 0.0098, , Val loss 0.0002, Perfect loss 0.0021
2022-08-23 09:45:38.961947 Epoch 42, Train loss 0.0023, , Val loss 0.0002, Perfect loss 0.0021
2022-08-23 09:47:11.984914 Epoch 43, Train loss 0.0194, , Val loss 0.0325, Perfect loss 0.0021
2022-08-23 09:48:43.858425 Epoch 44, Train loss 0.0202, , Val loss 0.0168, Perfect loss 0.0021
2022-08-23 09:50:15.623581 Epoch 45, Train loss 0.0108, , Val loss 0.0016, Perfect loss 0.0021
2022-08-23 09:51:49.290141 Epoch 46, Train loss 0.0069, , Val loss 0.0005, Perfect loss 0.0021
2022-08-23 09:53:22.769163 Epoch 47, Train loss 0.0084, , Val loss 0.0004, Perfect loss 0.0021
2022-08-23 09:54:53.632222 Epoch 48, Train loss 0.0057, , Val loss 0.0003, Perfect loss 0.0021
2022-08-23 09:56:25.362392 Epoch 49, Train loss 0.0066, , Val loss 0.0001, Perfect loss 0.0021
2022-08-23 09:58:01.225950 Epoch 50, Train loss 0.0096, , Val loss 0.0001, Perfect loss 0.0021
2022-08-23 09:59:38.028757 Epoch 51, Train loss -0.2692, , Val loss 0.0008, Perfect loss 0.0021
2022-08-23 10:01:19.030397 Epoch 52, Train loss 0.0039, , Val loss 0.0005, Perfect loss 0.0021
2022-08-23 10:03:01.716282 Epoch 53, Train loss 0.0327, , Val loss 0.0071, Perfect loss 0.0021
2022-08-23 10:04:42.472951 Epoch 54, Train loss 0.0087, , Val loss 0.017, Perfect loss 0.0021
2022-08-23 10:06:24.128793 Epoch 55, Train loss 0.0028, , Val loss 0.0005, Perfect loss 0.0021
2022-08-23 10:08:05.683182 Epoch 56, Train loss 0.006, , Val loss 0.0004, Perfect loss 0.0021
2022-08-23 10:09:46.513594 Epoch 57, Train loss 0.0048, , Val loss 0.0003, Perfect loss 0.0021
2022-08-23 10:11:28.965320 Epoch 58, Train loss 0.0185, , Val loss 0.001, Perfect loss 0.0021
2022-08-23 10:13:11.562536 Epoch 59, Train loss 0.0124, , Val loss 0.0005, Perfect loss 0.0021
2022-08-23 10:14:51.466742 Epoch 60, Train loss 0.0027, , Val loss 0.0003, Perfect loss 0.0021
2022-08-23 10:16:32.314865 Epoch 61, Train loss 0.02, , Val loss 0.0004, Perfect loss 0.0021
2022-08-23 10:18:06.095663 Epoch 62, Train loss 0.0074, , Val loss 0.0005, Perfect loss 0.0021
2022-08-23 10:19:39.716101 Epoch 63, Train loss 0.0065, , Val loss 0.0012, Perfect loss 0.0021
2022-08-23 10:21:13.577049 Epoch 64, Train loss 0.0159, , Val loss 0.0035, Perfect loss 0.0021
2022-08-23 10:22:45.344786 Epoch 65, Train loss 0.0078, , Val loss 0.0003, Perfect loss 0.0021
2022-08-23 10:24:16.770915 Epoch 66, Train loss 0.0057, , Val loss 0.0002, Perfect loss 0.0021
2022-08-23 10:25:50.280844 Epoch 67, Train loss 0.0023, , Val loss 0.0163, Perfect loss 0.0021
2022-08-23 10:27:22.746872 Epoch 68, Train loss 0.0056, , Val loss 0.0001, Perfect loss 0.0021
2022-08-23 10:28:57.338195 Epoch 69, Train loss 0.0055, , Val loss 0.0001, Perfect loss 0.0021
2022-08-23 10:30:32.592205 Epoch 70, Train loss 0.0022, , Val loss 0.0001, Perfect loss 0.0021
2022-08-23 10:32:13.868228 Epoch 71, Train loss 0.0054, , Val loss 0.0001, Perfect loss 0.0021
2022-08-23 10:33:53.944323 Epoch 72, Train loss 0.003, , Val loss 0.0156, Perfect loss 0.0021
2022-08-23 10:35:26.473327 Epoch 73, Train loss 0.0099, , Val loss 0.0002, Perfect loss 0.0021
2022-08-23 10:36:59.863161 Epoch 74, Train loss 0.0064, , Val loss 0.0167, Perfect loss 0.0021
2022-08-23 10:38:32.751209 Epoch 75, Train loss 0.0036, , Val loss 0.0032, Perfect loss 0.0021
2022-08-23 10:40:04.992759 Epoch 76, Train loss 0.0355, , Val loss 0.0014, Perfect loss 0.0021
2022-08-23 10:41:38.224921 Epoch 77, Train loss 0.0037, , Val loss 0.0004, Perfect loss 0.0021
2022-08-23 10:43:12.001013 Epoch 78, Train loss 0.0024, , Val loss 0.0163, Perfect loss 0.0021
2022-08-23 10:44:44.923921 Epoch 79, Train loss 0.0179, , Val loss 0.0001, Perfect loss 0.0021
